Date,CHCC,KSE,MCB,OGDC,NML
20-Mar-18,117.45,44309.74,219.06,170.89,161.41
21-Mar-18,117.73,44645.95,222.95,172.45,160.25
22-Mar-18,120.45,45030.22,223.63,172.49,162.01
26-Mar-18,118.41,45083.57,224.5,173.5,160.7
27-Mar-18,119.02,45004.19,217.98,171.75,158
28-Mar-18,122.49,45172.99,221.1,171.99,159
29-Mar-18,119.55,45489.62,222.7,174.21,158.31
30-Mar-18,116.64,45560.3,220.13,173.98,159
2-Apr-18,122.46,45741.43,216.2,175.8,158.11
3-Apr-18,122.73,46013.34,215.85,176.4,158.62
4-Apr-18,121.73,46103.61,216,175,161.5
5-Apr-18,120.45,46560.82,219,175.1,162.99
6-Apr-18,122.73,46637.62,220.2,175.5,161.5
9-Apr-18,120.92,46580.62,219.51,175.01,161.41
10-Apr-18,119.55,46476.73,217.76,174.9,160.25
11-Apr-18,118.77,46486.49,217.7,176,162.5
12-Apr-18,117.27,46331.71,217.4,177.3,162
13-Apr-18,116.45,46071.86,215,174.75,160.05
16-Apr-18,116.36,45682.24,215,167.38,158.25
17-Apr-18,115.45,45801.73,214.8,164.9,159.5
18-Apr-18,116.36,45478.63,212,164,158.88
19-Apr-18,114.6,45387.77,212.43,165.25,158.5
20-Apr-18,115.91,45259.34,209.99,164.02,156.59
23-Apr-18,116.24,45371.95,211,164.8,158
24-Apr-18,116.36,45876.7,212.5,167.74,159
25-Apr-18,115.45,45718.34,215,166.6,158.01
26-Apr-18,115,45460.87,211.61,166.86,158.9
27-Apr-18,113.64,45542.78,210.76,167.99,151.17
30-Apr-18,111.83,45488.86,208.8,166.73,147
2-May-18,114.09,45196.37,209,165.15,145.5
3-May-18,113.64,44746.63,207,164.5,143.98
4-May-18,113.62,44536.91,206,163.88,143.33
7-May-18,113.18,44378.52,206,164.85,141.05
8-May-18,111.82,44066.96,202.11,164.2,141.4
9-May-18,106.1,43795,205.98,164.08,139.76
10-May-18,107.45,43855.78,202,165,140.75
11-May-18,105.5,43594.79,199.8,164.5,139.5
14-May-18,103.18,42498.86,198.13,159.5,133.52
15-May-18,107.27,42459.53,200,163.01,135.5
16-May-18,107.27,42301.2,199.6,161.07,135
17-May-18,104.55,41869.65,195,162,132.1
18-May-18,104,41623.52,197.45,161.56,132.49
21-May-18,101.83,41648.65,198,161,130.69
22-May-18,106.92,42744.82,199.75,162.01,135.08
23-May-18,108.18,42772.25,203,161.72,134.51
24-May-18,105.45,42536.16,198.1,160.5,137.1
25-May-18,101.92,42074.09,199.98,159.88,133.89
28-May-18,101.82,42138.57,198.5,156.5,137.55
29-May-18,104.55,42622.74,203.51,160.01,144.73
30-May-18,103.64,42546.48,200,159.6,145.55
31-May-18,102.82,42846.64,203.89,162.89,145.01
1-Jun-18,102.73,42912.81,205,159,145
4-Jun-18,103.86,43268.29,209,161.5,152
5-Jun-18,103.02,43702.58,212,162.7,153
6-Jun-18,104.09,44144.2,214.36,162.3,150.02
7-Jun-18,103.64,43948.11,213.32,162.65,148.65
11-Jun-18,101.36,43931.16,210.55,165.2,154
12-Jun-18,98.18,43228.9,207,164.85,151.51
13-Jun-18,98.18,43507.5,207.25,165.99,152.5
14-Jun-18,98.18,43680.68,206,167.02,153.1
19-Jun-18,100,43682.84,201.46,164.43,152.18
20-Jun-18,98.18,43002.83,198.25,161,148.65
21-Jun-18,95.45,42358.61,198,159.66,146
22-Jun-18,95.45,41637.38,197.9,156.54,143.51
25-Jun-18,90.68,40978.23,201,153,138.86
26-Jun-18,90,41246.09,199.51,155.01,138.8
27-Jun-18,89.09,41717.99,199.18,155.89,141.95
28-Jun-18,90.91,41997.85,199.45,156,143.09
29-Jun-18,88.39,41910.9,197.77,155.62,140.92
2-Jul-18,83.97,41734.05,200,154.95,139.15
3-Jul-18,82.57,41564.42,200,155.13,136.7
4-Jul-18,78.45,40345.68,196,148,130.84
5-Jul-18,78.18,40238.81,195.5,148,130.92
6-Jul-18,78.18,40284.14,196.5,149.25,131
9-Jul-18,76.36,39288.48,190,147.6,125.2
10-Jul-18,76.91,39452.81,189.9,149.5,128.2
11-Jul-18,76.36,39586.76,191.94,150.66,129.31
12-Jul-18,77.27,39875.12,194,149,132
13-Jul-18,78.18,40271,204.02,149.03,132.25
16-Jul-18,73.22,39665.77,200,146.41,128.37
17-Jul-18,74.96,39932.98,202.83,146.39,132
18-Jul-18,78.71,40897.9,204.25,149,136.87
19-Jul-18,82.45,41795.59,209.5,151,139
20-Jul-18,79.92,41221.75,208.28,149,135
23-Jul-18,76.82,40463.98,203,146.81,131.01
24-Jul-18,80.14,41339.22,205.01,149.48,134.62
26-Jul-18,84.09,42089.16,212,150.5,136
27-Jul-18,85.45,42786.45,213,151.75,139.28
30-Jul-18,88.41,43556.63,214.98,153.31,141.9
31-Jul-18,84.33,42712.43,207,150.75,137
1-Aug-18,83.94,42810.04,205.1,153,138.12
2-Aug-18,82.73,42330.32,201.29,151.8,135
3-Aug-18,81.82,42505.05,203.99,152.7,138.12
6-Aug-18,84.09,42808.66,206,152.58,139.7
7-Aug-18,87.04,42760.13,205,152.37,139.15
8-Aug-18,85.36,42731.86,205.99,152.91,139.76
9-Aug-18,86.32,42923.95,206.77,152.11,143.32
10-Aug-18,85.96,42842.18,205,152.25,141.5
13-Aug-18,85.27,42637.58,202,153.1,136
15-Aug-18,83.73,42446.56,202.11,153,136.5
16-Aug-18,83.64,41960.8,199.99,151.57,135.45
17-Aug-18,84.55,42446.62,201.6,153.4,136.66
20-Aug-18,83.86,42425.1,201.5,153.26,138.47
24-Aug-18,84.95,42588.29,203.6,153.99,138.99
27-Aug-18,85.86,42745.78,204,155,139.25
28-Aug-18,85,42544.47,206.8,154.6,139.5
29-Aug-18,80.72,42249.44,205,154.49,137.5
30-Aug-18,78.45,41863.52,204,153.37,135
31-Aug-18,76.82,41742.24,200,152.02,135.35
3-Sep-18,75.91,41581.96,199.5,151.75,135
4-Sep-18,78.18,41753.89,203,152.75,136.5
5-Sep-18,75.93,41620.96,200.85,152.75,134.94
6-Sep-18,72.83,41266.39,202.5,152.5,134.5
7-Sep-18,70.27,40854.77,202,150.5,132.5
10-Sep-18,72.73,40684.05,199.05,150.5,132.51
11-Sep-18,72.73,40759.53,198.02,152.2,139.39
12-Sep-18,72.73,40522.04,197.02,151.9,140.55
13-Sep-18,73.51,41049.91,200,153.97,143.04
14-Sep-18,75.41,40920.31,200,154,141.5
17-Sep-18,73.64,40520.47,200,152,141.5
18-Sep-18,75,41238.07,200,152.6,144.01
19-Sep-18,75,41320.13,201,152.5,144.9
24-Sep-18,73.62,41004.55,200.99,152.97,142.5
25-Sep-18,71.56,41036.3,199.87,153.31,142.5
26-Sep-18,71.45,40909.91,201,152.51,141.6
27-Sep-18,71.36,40851.8,201.79,152.66,139.5
28-Sep-18,73.64,40998.59,199.02,153,141
1-Oct-18,73.18,40929.44,201,151.94,142
2-Oct-18,72.83,40800.25,198.79,152.79,142
3-Oct-18,72.72,40560.19,196.4,151.5,140.2
4-Oct-18,70.91,40087.12,193.5,150.43,139.9
5-Oct-18,68.18,39226.35,192,146.6,135
8-Oct-18,60.95,37898.29,187,143.5,128.25
9-Oct-18,57.9,38504.84,189.9,151.01,134
10-Oct-18,56.82,38792.09,195.01,152.5,132.04
11-Oct-18,56.35,38398.3,192.82,151.5,129
12-Oct-18,53.64,37517.93,187,150,128
15-Oct-18,51.05,36767.57,180,148.19,124.04
16-Oct-18,51.59,36663.38,179.91,146.95,127.4
17-Oct-18,53.66,37647.34,177.98,151,132.2
18-Oct-18,52.74,37982.25,177,148.6,128.97
19-Oct-18,54.76,38430.27,180,148.21,131.5
22-Oct-18,53.64,38345.42,178,149.5,130
23-Oct-18,52.41,37714.9,178,146.5,129.1
24-Oct-18,54.53,39271.12,186.41,151.71,135.88
25-Oct-18,57.25,39631.91,185.55,150.5,138.8
26-Oct-18,60.05,40556.45,191.1,157.74,143.52
29-Oct-18,63.05,41453.76,197.44,159.73,147.25
30-Oct-18,66.19,41609.03,198,159.01,145.5
31-Oct-18,68.65,41649.36,197,158.01,146
1-Nov-18,71.73,41716.1,196.51,157.3,152
2-Nov-18,73.26,42004.09,198.19,156.47,150.95
5-Nov-18,70.91,41493.96,194.99,155.3,148.1
6-Nov-18,67.3,40958.53,192,153.05,145.6
7-Nov-18,70.63,41543.98,194.5,154.01,150
8-Nov-18,68.62,41367.38,198,153.89,150.25
9-Nov-18,68.77,41388.88,198.6,152.52,153
12-Nov-18,66.36,41096.33,200.88,152,153
13-Nov-18,65.82,41152.28,199.05,152.02,153.73
14-Nov-18,68.94,40994.05,199,147.29,152.02
15-Nov-18,72.38,41428.63,200.8,148.35,152
16-Nov-18,76,41660.75,202.7,151.01,151.6
19-Nov-18,78.18,41352.77,199.01,150.25,149.99
20-Nov-18,79.09,41419.24,198.01,150.75,148.87
22-Nov-18,81.27,40874.03,197,146.2,149
23-Nov-18,82.73,40869.28,200,143.9,145.91
26-Nov-18,81.83,40771.55,201,142.6,149.5
27-Nov-18,77.89,40894.22,195.95,144,148
28-Nov-18,76.05,40704.8,197.5,142.34,146.4
29-Nov-18,75.32,40638.83,198.95,140.81,147.99
30-Nov-18,71.47,40496.03,206.1,147.54,147.82
3-Dec-18,67.9,39160.6,200.5,144.46,140.43
4-Dec-18,66.29,39602.87,207,147.5,141.5
5-Dec-18,64.31,39303.11,204.61,146.35,140.99
6-Dec-18,61.8,38300.62,195.25,144.49,133.55
7-Dec-18,65.52,38562.05,199,140.29,137
10-Dec-18,66.05,39299.62,198.2,146.51,134.75
11-Dec-18,64.99,38851.96,197,142.1,133.49
12-Dec-18,63.64,38307.44,193.71,140.8,132
13-Dec-18,64.08,38011.63,193.34,138.5,131
14-Dec-18,63.88,38585.66,193.25,139.11,132.03
17-Dec-18,63.65,38309.17,195.5,138.5,128
18-Dec-18,63.68,38115.81,192.55,137.86,129
19-Dec-18,64.11,38063.15,204,134.67,130.53
20-Dec-18,64.14,38236.52,198.63,133.35,133.04
21-Dec-18,65.23,38251.04,193,133.5,133.59
24-Dec-18,64.48,38308.92,193.51,133,132.62
26-Dec-18,64.64,38218.07,191.15,131.54,131.9
27-Dec-18,64.55,37853.57,192.51,133.04,131.54
28-Dec-18,61.97,37167.02,189.38,127.72,130.47
31-Dec-18,63.64,37066.67,194,128.05,126.53
1-Jan-19,66.36,37995.76,195,134.4,132.85
2-Jan-19,64.64,37795.25,189.94,134.15,135
3-Jan-19,65.14,37542.01,189,130,135.43
4-Jan-19,65.32,37547.49,187.99,130,136.85
7-Jan-19,66.36,38562.4,194,135.7,140.74
8-Jan-19,67.74,39052.5,193,139.3,138.56
9-Jan-19,66.55,38921.69,193.5,139.52,136.5
10-Jan-19,66,39090.28,194.75,142.96,136
11-Jan-19,64.55,39049.08,195,142.5,137.85
14-Jan-19,64.15,39412.55,195.6,142.06,139
15-Jan-19,62.51,39614.17,197,146.23,139.5
16-Jan-19,62.09,39271.94,195.21,144.91,140
17-Jan-19,62.82,39243.89,195.89,144.7,138.5
18-Jan-19,62.64,39306.5,195,145.01,139
21-Jan-19,61.29,39543.77,197.5,147.87,137.11
22-Jan-19,61.96,39902.21,199.5,148.62,139
23-Jan-19,62.22,40057.85,199.78,149.5,140.5
24-Jan-19,62.91,40289.16,205.41,149.62,139.66
25-Jan-19,62.47,40264.78,204,148.26,139.5
28-Jan-19,62.55,40420.09,206.5,147.59,141.97
29-Jan-19,62.64,40624.39,207.75,149.7,141.64
30-Jan-19,61.83,40607.12,209,150,141.5
31-Jan-19,61.82,40799.52,208.34,150.44,142.75
1-Feb-19,62.73,41112.71,209.26,149.9,143
4-Feb-19,65.84,41614.39,209.6,151.93,145.85
6-Feb-19,67.27,41505.68,209.48,150.25,148
7-Feb-19,66.46,41332.75,209,149.89,145.5
8-Feb-19,66.27,40887.35,207,147.4,142.75
11-Feb-19,65.73,40326.53,203,145.5,141.5
12-Feb-19,68.64,40596.28,203.75,148.8,143
13-Feb-19,69.75,40544.11,205,149.32,143.41
14-Feb-19,68.86,40506.98,205,150.09,143.02
15-Feb-19,69.77,40486.67,206,150.5,143
18-Feb-19,69.09,40219.47,204.5,150.5,142
19-Feb-19,67.28,39957.07,205,150.02,140.08
20-Feb-19,66.84,40279.38,205.5,152.9,142.05
21-Feb-19,66.83,40070.71,209.9,153.01,142.05
22-Feb-19,67.26,40016.13,212.89,154.2,142
25-Feb-19,66.55,39606.79,212.75,152.74,141
26-Feb-19,65,38821.67,209.01,148.55,135.6
27-Feb-19,64.91,38692.69,207,148,140
28-Feb-19,64.1,39054.6,205.13,149.49,140
1-Mar-19,63.82,39539.01,206,153.25,139
4-Mar-19,63,39749.74,203.95,153.7,142.9
5-Mar-19,62.41,39688.51,202.08,151.83,142.45
6-Mar-19,62.27,39568.1,200.5,149.9,142.35
7-Mar-19,61.95,39294.1,200.11,146.1,139.6
8-Mar-19,61.82,38950.23,196.42,145.08,138
11-Mar-19,61.77,38924.11,197.03,144.2,137.75
12-Mar-19,61.82,38896.49,194.75,145.53,137
13-Mar-19,61.82,38928.93,194.4,144.85,136.16
14-Mar-19,60.91,38808.61,194.5,142.94,137.73
15-Mar-19,59.95,38306.95,190.5,142,134.99
18-Mar-19,58.64,38851.95,198.5,143.28,135.25
19-Mar-19,57.73,38612.37,198,142.15,133.91
20-Mar-19,57.29,38547.76,196,142.7,133
21-Mar-19,56.97,38384.71,196,141.71,133.4
22-Mar-19,55.9,38531.87,196.99,145.94,133.2
25-Mar-19,55.95,38128.66,196,143.5,130
26-Mar-19,56.36,38329.13,197.5,147.31,129.89
27-Mar-19,57.26,38965.01,196,149.72,133
28-Mar-19,54.62,38552.95,195.99,146.15,131.99
29-Mar-19,57.27,38649.34,196.5,147.65,134.61
1-Apr-19,55.45,38354.85,195.29,147.25,133.23
2-Apr-19,54.55,38036.03,192.7,146.5,132.08
3-Apr-19,55.09,38022.8,192,149,130.71
4-Apr-19,53.64,37516.11,191,147.8,127
5-Apr-19,53.41,37521.81,190.28,147.77,128.65
8-Apr-19,50.8,36921.91,191,145.51,123.75
9-Apr-19,48.26,37129.97,188.99,146.92,122.55
10-Apr-19,45.88,36579.32,185.99,142.17,119.5
11-Apr-19,43.59,36787.64,187.45,143.9,123.89
12-Apr-19,44.72,37337.87,189,144.4,126.19
15-Apr-19,43.32,37504.08,189,144.88,125
16-Apr-19,43.62,37381.95,188,144.49,125.55
17-Apr-19,41.35,36752.57,186,143,126
18-Apr-19,39.24,36811.86,185,143.7,125.5
19-Apr-19,37.83,37292.47,192,144.59,126
22-Apr-19,38.62,36901.69,190,143.66,123
23-Apr-19,37.45,36404.03,191,142.01,119
24-Apr-19,39.31,36504.25,190.54,143.7,119.28
25-Apr-19,38.97,36796.03,191.5,144,119.5
26-Apr-19,40.92,37130.63,190,144.4,125
29-Apr-19,41.14,37026.27,189,142.45,121.01
30-Apr-19,40.45,36784.44,190,140.5,121.5
2-May-19,40.68,36547.63,190,140.61,121
3-May-19,39.81,36122.95,187.48,138.26,121
6-May-19,37.77,35605.42,185,136.5,118
7-May-19,36.43,35631.06,187,137.04,119.8
8-May-19,35.77,35035.03,182.1,135,116
9-May-19,37.27,34887.64,177.02,136.9,114.15
10-May-19,36.59,34716.53,180,136.14,116
13-May-19,34.76,33900.38,181.21,132.43,110
14-May-19,33.03,33885.09,179.35,133.56,108.02
15-May-19,33.64,34291.65,177,136.51,112
16-May-19,32.1,33971.12,175.85,135.34,110.99
17-May-19,30.5,33166.62,171,132.9,104.25
20-May-19,29.13,33250.54,171,130.67,109.45
21-May-19,29.24,33442.1,168.62,136.39,105.1
22-May-19,30.69,34637.14,171.2,143.18,111.28
23-May-19,32.22,35581.34,174.8,142.73,115
24-May-19,33.06,35703.81,175,138.57,114.99
27-May-19,31.78,35697.37,175,137.82,115
28-May-19,30.2,34949.28,175,133.2,108.51
29-May-19,31.7,35959.43,178,137.83,112.31
30-May-19,30.45,35974.79,176.1,136.51,107
3-Jun-19,29.32,35505.29,181,130.9,101.42
10-Jun-19,27.86,34567.55,178.35,126.69,96.36
11-Jun-19,27.73,34659.85,175.3,129.82,97
12-Jun-19,28.91,34937.93,176,131.48,97.25
13-Jun-19,30.55,35403.07,179,131.1,98.57
14-Jun-19,31.96,35572.95,178.5,132.9,103.49
17-Jun-19,31.35,35168.82,175.05,130.91,103.97
18-Jun-19,29.79,34681.72,171.51,131.3,101.67
19-Jun-19,30.13,34656.12,174.88,133.54,99.88
20-Jun-19,30.91,34995.91,175.8,134.43,101
21-Jun-19,30.03,35125.25,176.32,136.65,102
24-Jun-19,28.55,34471.95,175.5,134.55,100.5
25-Jun-19,28.61,34190.62,174,133.63,99.24
26-Jun-19,28.06,34088.56,174,133.93,97
27-Jun-19,26.82,33774.42,173.01,132,92.61
28-Jun-19,27.69,33901.58,174.45,131.49,94.85
1-Jul-19,28.05,33996.33,172.24,131.2,95.8
2-Jul-19,28.95,34307.11,174,131.5,95.84
3-Jul-19,30.55,34896.55,175.61,134.48,98.21
4-Jul-19,29.03,34570.62,178,132.26,95.99
5-Jul-19,29.21,34190.02,174.99,131.02,92.8
8-Jul-19,29.27,33742.68,176,129.34,91
9-Jul-19,29.1,33855.58,175.5,130.65,91.72
10-Jul-19,30.56,33840.05,175,131,91.34
11-Jul-19,30.64,33875.4,175.15,130.77,91.5
12-Jul-19,29.73,33672.49,175.06,130.9,90.96
15-Jul-19,28.22,32958.35,174,129,86.06
16-Jul-19,29.63,32972.02,175.99,127.8,83.49
17-Jul-19,29.57,32981.99,175.1,127.37,80.32
18-Jul-19,28.1,32309.54,175,124.65,76.31
19-Jul-19,28.86,32458.77,175.14,127,77.15
22-Jul-19,28.45,32584.55,175.02,128.95,79.98
23-Jul-19,29.45,32715.88,174.78,129.04,79.59
24-Jul-19,28.71,32401.4,177,127.85,75.75
25-Jul-19,28.18,32446.4,176.95,129.43,76
26-Jul-19,27.16,32103.27,176.97,127.62,72.42
29-Jul-19,25.86,31734.23,175.89,127.49,73.69
30-Jul-19,24.62,31658.12,175,125.7,73
31-Jul-19,23.48,31938.48,174.56,126.75,74
1-Aug-19,24.55,31839.11,172.05,126.7,73.99
2-Aug-19,24.7,31666.41,168.5,126,74.39
5-Aug-19,24,31180.8,166.4,125.2,71.5
6-Aug-19,23.91,31000.67,161.1,123.5,70.51
7-Aug-19,23.55,30277.45,159.5,119.1,67.22
8-Aug-19,22.54,29737.98,154,115.5,67.4
9-Aug-19,23.08,29429.07,155.23,112.9,66.55
16-Aug-19,22.39,28764.63,155.5,107.56,64.51
19-Aug-19,23.41,29562.42,163.48,112.92,67.68
20-Aug-19,23.64,30419.22,171.65,115.5,70
21-Aug-19,24.91,30972.75,171.6,120,73.02
22-Aug-19,25.89,31884.45,174.5,124.24,76.63
23-Aug-19,26.18,31350.01,172,122.28,74.5
26-Aug-19,24.78,30520.6,167.5,116.17,74.5
27-Aug-19,25.45,30584.85,167.25,113.69,75.49
28-Aug-19,25.5,30637.71,166.75,113.5,76.75
29-Aug-19,24.87,30158.96,167,108.5,72
30-Aug-19,24.09,29672.12,168.51,104.56,72.35
2-Sep-19,24.53,30057.29,166,106.24,73.95
3-Sep-19,24.54,29809.68,162.75,105.61,75
4-Sep-19,25.37,30244.73,166,110.62,79.03
5-Sep-19,25,30214.77,162.5,110,76.15
6-Sep-19,24.64,30467.2,163.01,114.95,76.2
11-Sep-19,24.23,30954.83,169,118.35,77.99
12-Sep-19,25.69,31546.61,172.9,118.7,80.66
13-Sep-19,25.36,31481.31,169.05,120,81.96
16-Sep-19,25.41,31928.55,171.49,125.9,81.75
17-Sep-19,25.36,31908.92,170,126.02,82.5
18-Sep-19,25,31555.47,170,124.12,80.48
19-Sep-19,25.41,32184.03,170,125.98,83.55
20-Sep-19,24.55,32111.1,171.5,124.37,83.25
23-Sep-19,24.25,31751.21,167.5,120.05,80.99
24-Sep-19,24.14,31829.24,166.3,120.88,81.01
25-Sep-19,24.55,31565.21,164.05,119.25,81.44
26-Sep-19,24.72,31433.89,165.69,119.15,80
27-Sep-19,25.45,32070.81,167.15,122.79,83.01
30-Sep-19,25.47,32078.85,171,123.99,83.11
1-Oct-19,26.89,32254.32,170,122.55,85
2-Oct-19,28.23,32363.35,167.82,121,84.1
3-Oct-19,29.64,32752.25,169.5,121.5,85.5
4-Oct-19,31.09,33033.32,169.99,124.61,87.75
7-Oct-19,32.65,33636.82,172.7,127,90.1
8-Oct-19,32,33476.62,172,125.25,89.99
9-Oct-19,32.8,33523.74,169.25,124.25,88.5
10-Oct-19,33,34027.7,171.5,126.15,89.21
11-Oct-19,33.65,34475.69,172.72,128.97,92.6
14-Oct-19,33.6,34186.26,169.5,130.2,88.6
15-Oct-19,32.35,34083.53,170.03,129.01,89.55
16-Oct-19,32.71,34281.09,170.66,128.01,88
17-Oct-19,32.12,33898.56,169.75,126.77,87.49
18-Oct-19,31.95,33870.15,169,126.75,86.6
21-Oct-19,30.39,33084.73,164,123,83.93
22-Oct-19,30.6,33198.96,166,124,83.1
23-Oct-19,31.42,33439.69,170.25,125.22,84.02
24-Oct-19,30.72,33762.48,171,128.37,86
25-Oct-19,31.25,33657.46,169.25,129.01,84.74
28-Oct-19,32.47,33861.59,171.02,129.44,85.02
29-Oct-19,34,33797.51,171,127.66,84
30-Oct-19,34.9,33761.41,171.5,128.75,84
31-Oct-19,36.54,34203.68,174.9,128.55,84
1-Nov-19,38.35,34377.61,175,127.65,83.6
4-Nov-19,40.26,35277.46,183.38,129.25,86.1
5-Nov-19,41.45,35358.31,187.5,130.5,87.15
6-Nov-19,43.4,35653.33,189.9,129.02,87.05
7-Nov-19,42.69,35758.52,189.99,129,88.24
8-Nov-19,41.8,35978.16,193,130.56,88.41
11-Nov-19,43.77,36803.1,192.5,134.6,92.79
12-Nov-19,45.75,36765.56,190.5,133.75,93.85
13-Nov-19,47.49,37166.96,191.99,134.55,98.01
14-Nov-19,50.06,37243.2,191.5,134.75,98.52
15-Nov-19,52.35,37583.89,191.75,134.5,99
18-Nov-19,51.66,38411.56,191.89,135.99,101.99
19-Nov-19,49.4,38564.37,193.4,134.5,104.75
20-Nov-19,47.85,38037.68,189.99,132.49,104.3
21-Nov-19,45.53,37101.31,187,131,100.11
22-Nov-19,47.88,37925.79,191.5,133.66,101.71
25-Nov-19,50.25,38212.28,195.01,133.75,101
26-Nov-19,50,37795.05,189.89,130.25,96.25
27-Nov-19,50.29,38122.72,200,131.03,95.5
28-Nov-19,51.34,38706.27,198.62,132.12,98.98
29-Nov-19,52.31,39287.65,199,131.75,100
2-Dec-19,53.35,40124.22,210.55,128.19,105.27
3-Dec-19,50.52,39788.73,213.48,127.1,106.01
4-Dec-19,52.47,40270.52,216,128.65,108.9
5-Dec-19,52.19,40641.1,215.51,129.1,107
6-Dec-19,51.4,40732.25,215.5,130.67,105.3
9-Dec-19,50,40442.8,214,131.25,104.01
10-Dec-19,52.36,40664.6,213.51,130.35,104.11
11-Dec-19,52.5,40531.42,212,128,103
12-Dec-19,52.24,40514.17,211.2,129.98,103.8
13-Dec-19,52.49,40916.59,212.5,135.36,108.38
16-Dec-19,54.91,41644.88,213,140.89,113.79
17-Dec-19,56.27,41768.66,214,146.77,109.51
18-Dec-19,55.01,41603.71,211.53,142.29,108.6
19-Dec-19,54,40655.37,210,137.1,107.75
20-Dec-19,55.3,40832.99,207.1,140.81,103.25
23-Dec-19,54.3,40008.29,206.5,137.01,101.25
24-Dec-19,53.65,40328.32,207.55,142,103.15
26-Dec-19,55.02,41127.79,211,146.7,106.9
27-Dec-19,53.38,40848.53,208.93,143.55,105.6
30-Dec-19,53.5,40887.62,204,142,106
31-Dec-19,53,40735.08,211,142.2,105.6
